,text
1873,the tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu
1874,my friend did not like his bloody marry
1875,the service was a bit lacking
1876,a drive thru means you do not want to wait around for half an hour for your food but somehow when we end up going here they make us wait and wait
1877,similarly the delivery man did not say a word of apology when our food was 45 minutes late
1878,we watched our waiter pay a lot more attention to other tables and ignore us
1879,i just don't know how this place managed to served the bland food i have ever eaten when they are preparing indignant cuisine
1880,we won't be going back
1881,he was extremely rude and really there are so many other restaurants i would love to dine at during a weekend in vinegar
1882,we waited an hour for what was a breakfast i could have done 100 times better at home
1883,the service was terrible food was mediocre
1884,don't bother coming here
1885,unfortunately we must have hit the bakery on left day because everything we ordered was stale
1886,third the cheese on my friend's burgeoned was cold
1887,the food was barely lukewarm so it must have been sitting waiting for the serve to bring it out to us
1888,the serve went back and forth several times not even so much as an are you being helped
1889,the serve are not pleasant to deal with and they don't always honor pizza hut coupons
1890,based on the subparts service i received and no effort to show their gratitude for my business i won't be going back
1891,the worst was the salmon sash
1892,would not recommend to others
1893,don't do it
1894,it sure does beat the natch at the movies but i would expect a little bit more coming from a restaurant
1895,investigation not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place
1896,what did bother me was the slow service
1897,i felt insulted and disrespect how could you talk and judge another human being like that
1898,i was shocked because no signs indicate cash only
1899,not my thing
1900,this place lacked style
1901,i left with a stomach ache and felt sick the rest of the day
1902,service suck
1903,i had the chicken phone and it tasted very bland
1904,nothing special
1905,the refreshed beans that came with my meal were dried out and crust and the food was bland
1906,the chains which investigation no fan of beat this place easily
1907,for 40 bucks a head i really expect better food
1908,overpriced for what you are getting
1909,spend your money and time some place else
1910,i probably won't be back to be honest
1911,it'll take my business dinner dollars elsewhere
1912,the presentation of the food was awful
1913,first the bathrooms at this location were dirty seat covers were not replenished just plain yucca
1914,overall i was very disappointed with the quality of food at bourbon
1915,i would avoid this place if you are staying in the mileage
1916,tasted like dirt
1917,hopefully this bodes for them going out of business and someone who can cook can come in
1918,i go to far too many places and invest never seen any restaurant that serves a 1 egg breakfast especially for 4 0600
1919,it kept getting worse and worse so now investigation officially done
1920,i don't think we'll be going back anytime soon
1921,i would not recommend this place
1922,my fella got the hue rancher and they didn't look too appealing
1923,shrimp when i upped it i live only 1 2 a mile from brushfire it was literally ice cold
1924,total waste of time
1925,i guess i should have known that this place would suck because it is inside of the ex-liberals but i didn't use my common sense
1926,i will not return
1927,however there was so much garlic in the fond it was barely edible
1928,worse of all he humiliated his worker right in front of me bunch of horrible name calling
1929,it was pretty gross
1930,sorry i will not be getting food from here anytime soon
1931,although i very much liked the look and sound of this place the actual experience was a bit disappointing
1932,the place was fairly clean but the food simply wasn't worth it
1933,very poor service
1934,the management is rude
1935,paying 7 85 for a hot dog and friezes that looks like it came out of a kid's meal at the wieners is not my idea of a good meal
1936,bland and flavor is a good way of describing the barely tepid meat
1937,i have been in more than a few bars in vinegar and do not ever recall being charged for tap water
1938,main thing i didn't enjoy is that the crowd is of older crowd around mid 30 and up
1939,the chips that came out were dripping with grease and mostly not edible
1940,i won't be back
1941,the real disappointment was our waiter
1942,i was so insulted
1943,what happened next was pretty off putting
1944,service stink here
1945,tonight i had the elk filets special and it sucked
1946,the bus boy on the other hand was so rude
1947,i probably would not go here again
1948,the rid style camaraderie was a joke
1949,if someone orders two tact don't you think it may be part of customer service to ask if it is combo or alas cart
1950,my order was not correct
1951,the pizza tasted old super chew in not a good way
1952,food is way overpriced and portions are fuck small
1953,the ripped banana was not only ripped but petrified and tasteless
1954,it wasn't busy at all and now we know why
1955,and the red curry had so much boo shots and wasn't very tasty to me
1956,i could barely stomach the meal but didn't complain because it was a business lunch
1957,furthermore you can't even find hours of operation on the web
1958,i dressed up to be treated so rudely
1959,i consider this theft
1960,investigation not impressed with the concept or the food
1961,rifleman's bar is definitely one editing establishment i won't be revising
1962,don't waste your time here
1963,despite how hard i rate businesses its actually rare for me to give a 1 star
1964,i also decided not to send it back because our waitress looked like she was on the verge of having a heart attack
1965,rude inconsiderable management
1966,the meat was pretty dry i had the sliced brisker and pulled pork
1967,after two i felt disgusting
1968,food was below average
1969,very very sad
1970,con spotty service
1971,needless to say i won't be going back anytime soon
1972,will never ever go back and have told many people what had happened
1973,it wasn't busy either also the building was freezing cold
1974,tried to go here for lunch and it was a madhouse
1975,the menu is always changing food quality is going down service is extremely slow
1976,overall i was not impressed and would not go back
1977,for that price i can think of a few place i would have much rather gone
1978,so don't go there if you are looking for good food
1979,the ambiance isn't much better
1980,the wife hated her meal coconut shrimp and our friends really did not enjoy their meals either
1981,bad day or not i have a very low tolerance for rude customer service people it is your job to be nice and polite wash dishes otherwise
1982,i have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor
1983,i was modified
1984,the food sucked which we expected but it sucked more than we could have imagined
1985,after the disappointing dinner we went elsewhere for dessert
1986,not a single employee came out to see if we were oks or even needed a water refill once they finally served us our food
1987,del tact is pretty nasty and should be avoided if possible
1988,we waited for forty five minutes in vain
1989,investigation super piss
1990,and the drinks are weak people
1991,i think this restaurant suffers from not trying hard enough
1992,very disappointing
1993,the problem i have is that they charge 11 99 for a sandwich that is no bigger than a subway sub which offers better and more amount of vegetables
1994,the plantain were the worst invest ever tasted
1995,they have horrible attitudes towards customers and talk down to each one when customers don't enjoy their food
1996,i don't know what the big deal is about this place but i won't be back y'all
1997,but i definitely would not eat here again
1998,it really is impressive that the place hasn't closed down
1999,the turkey and roast beef were bland
2000,this is a really fantastic that restaurant which is definitely worth a visit
2001,if you want a sandwich just go to any firehouses
2002,special thanks to dandy t for the recommendation on what to order all yuh for my tumor
2003,serve did a great job handling our large rowdy table
2004,the only thing i did like was the prime rib and dessert section
2005,our serve was very nice and even though he looked a little overwhelmed with all of our needs he stayed professional and friendly until the end
2006,i ate there twice on my last visit and especially enjoyed the salmon salad
2007,the guys all had steaks and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten
2008,5 stars for the brick oven bread apply
2009,each day of the week they have a different deal and it's all so delicious
2010,i had a pretty satisfying experience
2011,our waiter was very attentive friendly and informative
2012,this is one of the better buffets that i have been to
2013,love the marital too
2014,the first time i ever came here i had an amazing experience i still tell people how awesome the duck was
2015,it was delicious
2016,so good i am going to have to review this place twice once hearer a tribute to the place and once as a tribute to an event held here last night
2017,have been going since 200 and every meal has been awesome
2018,very convenient since we were staying at the mg
2019,and service was super friendly
2020,bacon is hell salty
2021,damn good steak
2022,for sushi on the strip this is the place to go
2023,oh this is such a thing of beauty this restaurant
2024,this place has it
2025,i love the fact that everything on their menu is worth it
2026,won very spicy but delicious
2027,everything was good and tasty
2028,if you love authentic mechanical food and want a whole bunch of interesting yet delicious meats to choose from you need to try this place
2029,great atmosphere friendly and fast service
2030,i don't know what kind it is but they have the best iced tea
2031,service is also cute
2032,we had fantastic service and were pleased by the atmosphere
2033,service is friendly and inviting
2034,now this dish was quite flavor
2035,on the good side the staff was genuinely pleasant and enthusiastic a real treat
2036,went in for happy hour great list of wines
2037,very good lunch spot
2038,it is worth the drive
2039,food was great and so was the series
2040,that said our mouths and bellies were still quite pleased
2041,check it out
2042,the bathroom is just next door and very nice
2043,by far the best cheese we have ever had
2044,my rib steak was cooked perfectly and had great mosquitoes flavor
2045,they will custom your order any way you'd like my usual is elegant with green bean stir fry love it
2046,the bathrooms are clean and the place itself is well decorated
2047,i got to enjoy the seafood salad with a fabulous vignette
2048,the chips and sale a here is amazing
2049,i loved the grilled pizza reminded me of leg italics pizza
2050,the dining space is tiny but elegantly decorated and comfortable
2051,one of the few places in phonic that i would definitely go back to again
2052,it'll be a regular stop on my trips to phonic
2053,i love their friezes and their beans
2054,def coming back to bowl next time
2055,they also now serve indignant nirvana bread with hummed and some spicy pine nut sauce that was out of this world
2056,they were excellent
2057,i ordered the lemon raspberry ice cocktail which was also incredible
2058,will be back again
2059,this was a different cut than the piece the other day but still wonderful and tender said well as well flavored
2060,the staff was very attentive
2061,and the chef was generous with his time even came around twice so we can take pictures with him
2062,highly recommended
2063,so absolute fantastic
2064,the shrimp tender and moist
2065,stopped by during the late may bank holiday off rich stevedore recommendation and loved it
2066,i found this place by accident and i could not be happier
2067,dessert pan cottage was amazing
2068,this is a great place to eat
2069,thus far have only visited twice and the food was absolutely delicious each time
2070,that's right the red velvet cake oh this stuff is so good
2071,we had 7 at our table and the service was pretty fast
2072,good prices
2073,the salad had just the right amount of sauce to not over power the scallops which was perfectly cooked
2074,the restaurant atmosphere was exquisite
2075,give it a try you will be happy you did
2076,some highlights great quality nigh here
2077,after one bite i was hooked
2078,our serve was very nice and attentive as were the other serving staff
2079,my drink was never empty and he made some really great menu suggestions
2080,update went back for a second time and it was still just as amazing
2081,the steak was amazing rage fille repellent was the best seafood plate i have ever had
2082,the jalopy bacon is soon good
2083,we'd definitely go back here again
2084,not a weekly haunt but definitely a place to come back to every once in a while
2085,the seafood was fresh and generous in portion
2086,soon good
2087,all i have to say is the food was amazing
2088,this place is a jewel in last vinegar and exactly what invest been hoping to find in nearly ten years living here
2089,this is my new favor vinegar buffet spot
2090,my friend loved the salmon tart
2091,the yellow capacious was melt in your mouth fresh
2092,this is one of the best bars with food in vinegar
2093,i had a salad with the wings and some ice cream for dessert and left feeling quite satisfied
2094,i love this place
2095,i can assure you that you won't be disappointed
2096,perfect for someone me who only likes beer ice cold or in this case even colder
2097,not to mention the combination of pears almonds and bacon is a big winner
2098,only pros large seating area nice bar area great simple drink menu the best brick oven pizza with homemade dough
2099,stopped by this place while in mad for the iron very friendly kind staff
2100,the waitress and manager are so friendly
2101,good beer drink selection and good food selection
2102,i can't wait to go back
2103,service was excellent and prices are pretty reasonable considering this is vinegar and located inside the crystals shopping mall by arid
2104,no complaints
2105,eclectic selection
2106,the folks at otter always make us feel so welcome and special
2107,great time family dinner on a sundry night
2108,you cant go wrong with any of the food here
2109,all the bread is made in-group
2110,when i received my pit it was huge it did have a lot of meat in it so thumbs up there
2111,service is quick and even to go orders are just like we like it
2112,as for the service investigation a fan because it's quick and you're being served by some nice folks
2113,the vanilla ice cream was creamy and smooth while the profited chouise pastry was fresh enough
2114,great food and great service in a clean and friendly setting
2115,he also came back to check on us regularly excellent service
2116,the cash was friendly and even brought the food out to me
2117,service was very prompt
2118,the staff is friendly and the joint is always clean
2119,so we went to tiger and had a fantastic afternoon
2120,if you're not familiar check it out
2121,the deal included 5 tasting and 2 drinks and je went above and beyond what we expected
2122,waitress was sweet and funny
2123,class warm atmosphere fun and fresh appetizing sullen steaks baseball steak
2124,much better than the other ace sushi place i went to in vinegar
2125,good food good service
2126,i did not expect this to be so good
2127,i love the phone and the spring rolls oh so yuh you have to try
2128,delicious and i will absolutely be back
2129,delicious
2130,i love this place
2131,best breakfast buffet
2132,overall a great experience
2133,won loved this place
2134,very good though
2135,never had anything to complain about here
2136,it's a great place and i highly recommend it
2137,i gave it 5 stars then and investigation giving it 5 stars now
2138,the only good thing was our waiter he was very helpful and kept the bloody marry coming
2139,this place is two thumbs up way up
2140,this hole in the wall has great mechanical street tact and friendly staff
2141,we enjoy their pizza and brunches
2142,hands down my favorite italics restaurant
2143,the green dressing was very creamy and flavor
2144,service was exceptional and food was a good as all the reviews
2145,they could serve it with just the vignette and it may make for a better overall dish but it was still very good
2146,an extensive menu provides lots of options for breakfast
2147,their monster chicken fried steak and eggs is my all time favorite
2148,everything was perfect the night we were in
2149,it's close to my house it's low-key non-farm afford prices good food
2150,the food was delicious our bartender was attentive and persona and we got a great deal
2151,level 5 spicy was perfect where spice didn't overwhelm the soup
2152,the best place in vinegar for breakfast just check out a sat or sun
2153,prices are very reasonable flavors are spot on the sauce is home made and the slap is not dreamed in mayor
2154,the steaks are all well trimmed and also perfectly cooked
2155,everyone is very attentive providing excellent customer service
2156,join the club and get awesome offers via edema
2157,i ordered the voodoo past and it was the first time it'd had really excellent past since going glutted free several years ago
2158,my breakfast was pampered great with a beautiful presentation of 3 giant slices of toast lightly dusted with powdered sugar
2159,i hope this place sticks around
2160,the price is reasonable and the service is great
2161,i can say that the desserts were yuh
2162,cooked to perfection and the service was impeccable
2163,the only redeeming quality of the restaurant was that it was very inexpensive
2164,the sweet potato toto were good but the onion rings were perfection or as close as i have had
2165,seriously flavor delights folks
2166,if you stay in vinegar you must get breakfast here at least once
2167,the restaurant is very clean and has a family restaurant feel to it
2168,this place was such a nice surprise
2169,he came running after us when he realized my husband had left his successes on the table
2170,the food is very good for your typical bar food
2171,this is an unbelievable bargain
2172,be sure to order dessert even if you need to pack it to-do the tissue and cannot are both to die for
2173,the vegetarian platter is out of this world
2174,wonderful lilt tap and the ambiance made me feel all warm and fuzzy inside
2175,great place to relax and have an awesome burgeoned and beer
2176,talk about great customer service of course we will be back
2177,this is some seriously good pizza and investigation an expert connoisseur on the topic
2178,the staff is super nice and very quick even with the crazy crowds of the downtown juries lawyers and court staff
2179,from what my dinner companions told me everything was very fresh with nice texture and taste
2180,if you want healthy authentic or ethic food try this place
2181,food was really good and i got full petty fast
2182,it'd love to go back
2183,this place is like chip but better
2184,they have a really nice atmosphere
2185,i love that they put their food in nice plastic containers as opposed to crazing it in little paper take boxes
2186,i really enjoyed eating here
2187,the best place to go for a tasty bowl of phone
2188,great pizza and salads
2189,great subway in fact it's so good when you come here every other subway will not meet your expectations
2190,good service very clean and inexpensive to boot
2191,the owners are super friendly and the staff is courteous
2192,very good food great atmosphere 1
2193,this was my first and only vinegar buffet and it did not disappointing
2194,interesting decor
2195,plus it's only 8 bucks
2196,great steak great sides great wine amazing desserts
2197,four stars for the food the guy in the blue shirt for his great vibes still letting us in to eat
2198,the staff is great the food is devilish and they have an incredible beer selection
2199,nailed i think you are great
2200,today is the second time invest been to their lunch buffet and it was pretty good
2201,i would recommend saving room for this
2202,this place receives stars for their appetizing
2203,it is perfect for a sit-down family meal or get together with a few friends
2204,i had heard good things about this place but it exceeding every hope i could have dreamed of
2205,they were golden-crusted and delicious
2206,the wont were thin not thick and chew almost melt in your mouth
2207,all in all an excellent restaurant highlight by great service a unique menu and a beautiful setting
2208,ample portions and good prices
2209,their regular toasted bread was equally satisfying with the occasional patsy of butter mm
2210,the food was outstanding and the prices were very reasonable
2211,in an interesting part of town this place is amazing
2212,i want to first say our serve was great and we had perfect service
2213,image in amaze all the time and now have my new spot
2214,the ambiance is wonderful and there is music playing
2215,this is the place where i first had phone and it was amazing
2216,both of the egg rolls were fantastic
2217,it was just not a fun experience
2218,cant say enough good things about this place
2219,the bartender was also nice
2220,their steaks are 100 recommended
2221,awesome service and food
2222,our serve was fantastic and when he found out the wife loves roasted garlic and bone marrow he added extra to our meal and another marrow to go
2223,a good time
2224,i will come back here every time investigation in vinegar
2225,the lighting is just dark enough to set the mood
2226,service was fantastic
2227,a couple of months later i returned and had an amazing meal
2228,the food came out at a good pace
2229,great food and awesome service
2230,i love the decor with the chines calligraphy wall paper
2231,service is perfect and the family atmosphere is nice to see
2232,once you get inside you'll be impressed with the place
2233,would come back again if i had a sushi craving while in vinegar
2234,high-quality chicken on the chicken cares salad
2235,we were promptly greeted and seated
2236,i tried the cape cod revolt chicken with cranberries mm
2237,fantastic service here
2238,just had lunch here and had a great experience
2239,the pan was also really good and pretty large at that
2240,the service was outlining i definitely recommend the halides
2241,i also had to taste my mom's multi- pumpkin partakes with pecan butter and they were amazing fluffy and delicious
2242,a great way to finish a great
2243,i personally love the hummed pit baklava feels and baby gaseous it's amazing what they do with elegant
2244,this place is pretty good nice little vibes in the restaurant
2245,the chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside
2246,so flavor and has just the perfect amount of heat
2247,this wonderful experience made this place a must whenever we are in town again
2248,we were sat right on time and our serve from the get go was fantastic
2249,omit i felt like i had never eaten that food until this dish
2250,the sergeant pepper beef sandwich with auf sauce is an excellent sandwich as well
2251,very very fun chef
2252,the food amazing
2253,an excellent new restaurant by an experienced freshman
2254,i will be back many times soon
2255,there was a warm feeling with the service and i felt like their guest for a special treat
2256,the atmosphere here is fun
2257,investigation so happy to be here
2258,their chow me is so good
2259,the service was great even the manager came and helped with our table
2260,just as good as when i had it more than a year ago
2261,what i really like there is the crepe station
2262,it was absolutely amazing
2263,some may say this buffet is price but i think you get what you pay for and this place you are getting quite a lot
2264,on the up side their cafe serves really good food
2265,we thought you'd have to venture further away to get good sushi but this place really hit the spot that night
2266,everyone is treated equally special
2267,this isn't a small family restaurant this is a fine dining establishment
2268,it'll definitely be in soon again
2269,i miss it and wish they had one in philantrophy
2270,this is an outstanding little restaurant with some of the best food i have ever tasted
2271,great place to have a couple drinks and watch any and all sporting events as the walls are covered with tva
2272,pretty cool i would say
2273,the flair bartender are absolutely amazing
2274,the crone also taste homemade which is an extra plus
2275,the potatoes were great and so was the biscuit
2276,so they performed
2277,it's worth driving up from tuck
2278,best tact in town by far
2279,the chips and sale were really good the sale was very fresh
2280,our serve was super nice and checked on us many times
2281,the cocktail are all handmade and delicious
2282,they know how to make them here
2283,we made the drive all the way from north scale and i was not one bit disappointed
2284,great service and food
2285,we loved the biscuits
2286,definitely worth venture off the strip for the pork belly will return next time investigation in vinegar
2287,they really want to make your experience a good one
2288,favorite place in town for share
2289,the burgeoned is good beef cooked just right
2290,the seasonal fruit was fresh white peach pure
2291,great place to eat reminds me of the little mom and pop shops in the sank franc bay area
2292,hand breeze man magic and pineapple delight are the smooth that invest tried so far and they're all good
2293,the food is good
2294,the atmosphere is modern and hip while maintaining a touch of coyness
2295,best tattered toto in the southwest
2296,back to good bobby lighter fare reasonable pricing and tell the public they are back to the old ways
2297,penned voodoo excellent
2298,i believe that this place is a great stop for those with a huge belly and hankerin' for sushi
2299,cute quaint simple honest
2300,a fantastic neighborhood gem
2301,now the pizza itself was good the peanut sauce was very tasty
2302,it was awesome
2303,the natch are a must have
2304,i like stein because it's dark and it feels like a bar
2305,i had the opportunity today to sample your amazing pizza
2306,at first glance it is a lovely bakery cafe nice ambiance clean friendly staff
2307,waitress was good though
2308,you get incredibly fresh fish prepared with care
2309,these were so good we ordered them twice
2310,service is quick and friendly
2311,i liked the patio and the service was outstanding
2312,all of the tap dishes were delicious
2313,in the summer you can dine in a charming outdoor patio so very delightful
2314,they have a good selection of food including a massive meat sandwich a crisp chicken wrap a devilish tune melt and some tasty burners
2315,the food was excellent and service was very good
2316,i have been here several times in the past and the experience has always been great
2317,great place for take out or eat in
2318,an absolute must visit
2319,very friendly staff
2320,i loved the bacon wrapped dates
2321,last night was my second time dining here and i was so happy i decided to go back
2322,they have a pleura of salads and sandwiches and everything invest tried gets my seal of approval
2323,the selection on the menu was great and so were the prices
2324,all in all i can assure you it'll be back
2325,great food
2326,food was good service was good prices were good
2327,the black eyed peas and sweet potatoes unreal
2328,as always the evening was wonderful and the food delicious
2329,i have eaten here multiple times and each time the food was delicious
2330,my fiance and i came in the middle of the day and we were greeted and seated right away
2331,and considering the two of us left there very full and happy for about 20 you just can't go wrong
2332,great food and service huge portions and they give a military discount
2333,i heart this place
2334,this place is good
2335,i love the owner chef his one authentic jakes cool dud
2336,i didn't know pulled pork could be soon delicious
2337,i recently tried caller and i have been back every week since
2338,the food was very good and i enjoyed every mouthful an enjoyable relaxed vent for couples small family groups etc.
2339,conclusion very filling meals
2340,you won't be disappointed
2341,i was proven dead wrong by this sushi bar not only because the quality is great but the service is fast and the food impeccable
2342,the steak and the shrimp are in my opinion the best entries at grand
2343,restaurant is always full but never a wait
2344,love this place hits the spot when i want something healthy but not lacking in quantity or flavor
2345,the friezes were great too
2346,i don't each much past but i love the homemade hand made past and thin pizza here
2347,this was my first crash experience and it was delicious
2348,on a positive note our serve was very attentive and provided great service
2349,i had strawberries tea which was good
2350,the waitress was friendly and happy to accommodate for vegetarian verie options
2351,we loved the place
2352,nice spicy and tender
2353,we walked away stuffed and happy about our first vinegar buffet experience
2354,point your finger at any item on the menu order it and you won't be disappointed
2355,the sides are devilish mixed mushrooms yon gold pure white corn beauteous
2356,service was fine and the waitress was friendly
2357,generous portions and great taste
2358,the roast beef sandwich tasted really good
2359,loved it friendly serve great food wonderful and imaginative menu
2360,i had a seriously solid breakfast here
2361,we had a group of 70 when we claimed we would only have 40 and they handled us beautifully
2362,omelet are to die for
2363,they had a tore tart with a cavin that was extraordinary and i liked the thinly sliced wage with white trifle
2364,the grilled chicken was so tender and yellow from the saffron seasoning
2365,to summarize the food was incredible nay transcendant but nothing brings me joy quite like the memory of the pragmatic condiments dispenser
2366,great food for the price which is very high quality and house made
2367,best buffet in town for the price you cannot beat it
2368,anyway this foodstuffs restaurant has a wonderful breakfast lunch
2369,the ambiance was incredible
2370,the atmosphere was great with a lovely du of violinists playing songs we requested
2371,this place is amazing
2372,the food was very good
2373,the portion was huge
2374,the goat tact didn't skimpy on the meat and won what flavor
2375,the food was great as always compliments to the chef
2376,both the hot sour the egg flower soup were absolutely 5 stars
2377,he deserves 5 stars
2378,lord the khan soil is a dish that is not to be missed for curry lovers
2379,this place is awesome if you want something light and healthy during the summer
2380,i was seated immediately
2381,i will continue to come here on ladies night and date night highly recommend this place to anyone who is in the area
2382,they also have the best cheese crisp in town
2383,food was delicious
2384,both of them were truly unbelievably good and i am so glad we went back
2385,you can watch them preparing the delicious food
2386,the cow tongue and cheek tact are amazing
2387,this was my first time and i can't wait until the next
2388,the staff are also very friendly and efficient
2389,of all the dishes the salmon was the best but all were great
2390,food was so good
2391,they have great dinners
2392,best fish invest ever had in my life
2393,great brunches spot
2394,i don't have very many words to say about this place but it does everything pretty well
2395,the sweet potato friezes were very good and seasoned well
2396,i could eat their brushed all day it is devil
2397,ambiance is perfect
2398,we ordered the duck rare and it was pink and tender on the inside with a nice char on the outside
2399,service was good and the company was better
